,open,high,low,close,adjclose,volume,ticker,pct_change,total_return,SMA 200,SMA 50,SMA 20,EMA 20,RSI
2019-09-19,49.88999938964844,50.529998779296875,49.65999984741211,50.06999969482422,45.626773834228516,8016200,BMY,,,,,,,
2019-09-20,50.06999969482422,50.86000061035156,49.9900016784668,50.56999969482422,46.082401275634766,13449700,BMY,0.009986019633462906,1.009986019633463,,,,,
2019-09-23,50.709999084472656,51.060001373291016,50.470001220703125,50.52000045776367,46.036834716796875,9178700,BMY,-0.0009887134143222731,1.0089874329075734,,,,,
2019-09-24,50.790000915527344,50.90999984741211,49.7599983215332,50.0099983215332,45.57209777832031,9342200,BMY,-0.010095054069859888,0.9988016502165623,,,,,
2019-09-25,50.0099983215332,50.22999954223633,49.689998626708984,49.84000015258789,45.41718292236328,7078700,BMY,-0.0033992836362907175,0.995406440111081,,,,,
2019-09-26,50.0099983215332,50.16999816894531,49.380001068115234,49.970001220703125,45.53565216064453,8194600,BMY,0.0026083681323680885,0.9980028265482207,,,,,
2019-09-27,50.0099983215332,50.56999969482422,49.97999954223633,50.220001220703125,45.76346206665039,11466100,BMY,0.005003001678863805,1.0029958363649523,,,,,
2019-09-30,50.52000045776367,51.43000030517578,50.31999969482422,50.709999084472656,46.209991455078125,15950500,BMY,0.009757026122244161,1.0127820929408673,,,,,
2019-10-01,51.09000015258789,51.439998626708984,50.349998474121094,50.650001525878906,46.15530776977539,9932400,BMY,-0.001183150457049087,1.011583819344713,,,,,
2019-10-02,50.29999923706055,50.369998931884766,48.709999084472656,49.209999084472656,44.84309005737305,12596200,BMY,-0.028430452083412106,0.9828240340404782,,,,,
2019-10-03,48.84000015258789,49.54999923706055,48.54999923706055,49.54999923706055,45.53227996826172,9227000,BMY,0.0069091680331929695,0.9896145304387245,,,,,
2019-10-04,49.630001068115234,50.81999969482422,49.52000045776367,50.75,46.63498306274414,10081500,BMY,0.024217977425152526,1.0135809927964925,,,,,
2019-10-07,50.650001525878906,51.4900016784668,50.560001373291016,50.880001068115234,46.75443649291992,9367100,BMY,0.002561597401285365,1.0161773792336322,,,,,
2019-10-08,50.58000183105469,51.189998626708984,49.959999084472656,50.36000061035156,46.276607513427734,11120600,BMY,-0.010220134568541428,1.0057919096723567,,,,,
2019-10-09,50.619998931884766,51.09000015258789,50.31999969482422,50.83000183105469,46.708499908447266,7815700,BMY,0.009332827938975718,1.0151787925077425,,,,,56.07030253098374
2019-10-10,50.7599983215332,50.9900016784668,50.400001525878906,50.779998779296875,46.66255187988281,11166700,BMY,-0.0009837310634772667,1.0141801295945692,,,,,55.59209135113877
2019-10-11,51.34000015258789,51.97999954223633,51.220001220703125,51.61000061035156,47.42525100708008,11271800,BMY,0.016345054175012752,1.030756958756014,,,,,61.466832775344116
2019-10-14,51.5099983215332,51.66999816894531,51.279998779296875,51.560001373291016,47.379302978515625,5653200,BMY,-0.0009687897010123292,1.0297583720301242,,,,,60.943802303221396
2019-10-15,51.63999938964844,52.13999938964844,51.470001220703125,51.83000183105469,47.627410888671875,7414300,BMY,0.005236626271766021,1.0351508317746683,,,,,62.78536183736184
2019-10-16,51.95000076293945,52.06999969482422,51.290000915527344,51.5099983215332,47.33335494995117,8619300,BMY,-0.006174097978320914,1.0287597091169511,,,50.57150020599365,50.57150020599365,59.221273424607205
2019-10-17,52.099998474121094,52.75,51.90999984741211,52.41999816894531,48.16956329345703,8926000,BMY,0.017666470142976065,1.0469342618023625,,,50.68900012969971,50.74754763103667,65.26054227875252
2019-10-18,52.45000076293945,53.16999816894531,52.380001068115234,53.029998779296875,48.73011016845703,10859800,BMY,0.011636791904982235,1.0591172179451527,,,50.81200008392334,50.964923930870974,68.61586641742896
2019-10-21,53.150001525878906,53.369998931884766,52.560001373291016,53.20000076293945,48.88633346557617,13098200,BMY,0.003205770084025561,1.0625125042379175,,,50.94600009918213,51.17778839106797,69.5000035641319
2019-10-22,55.9900016784668,57.369998931884766,54.369998931884766,54.41999816894531,50.00739669799805,26890200,BMY,0.022932281738908156,1.0868783403362143,,,51.166500091552734,51.48657027467534,74.9532020777238
2019-10-23,54.40999984741211,54.81999969482422,53.869998931884766,54.77000045776367,50.32902145385742,13025500,BMY,0.006431501297221365,1.0938685997920086,,,51.41300010681152,51.79927791115994,76.26434318469687
2019-10-24,54.849998474121094,54.970001220703125,53.86000061035156,54.369998931884766,49.961456298828125,14594500,BMY,-0.007303296011242022,1.0858797536103246,,,51.63299999237061,52.04410848456231,71.64821316599628
2019-10-25,54.5,55.25,54.400001525878906,54.97999954223633,50.521995544433594,12353100,BMY,0.011219433921927813,1.0980627097531148,,,51.87099990844727,52.32371715672174,74.21170765534035
2019-10-28,54.86000061035156,55.93000030517578,54.709999084472656,55.59000015258789,51.08253860473633,13931300,BMY,0.011094954809574897,1.110245665895905,,,52.11499996185303,52.634791727756614,76.49996634787337
2019-10-29,55.619998931884766,56.119998931884766,55.33000183105469,55.77000045776367,51.24794006347656,9118900,BMY,0.0032379979255567903,1.1138406390589344,,,52.37099990844727,52.93338303537633,77.14443551291245
2019-10-30,56.2400016784668,56.91999816894531,55.84000015258789,56.869998931884766,52.25874328613281,14159000,BMY,0.019723838355607537,1.1358098517776394,,,52.753999900817874,53.3082988350438,80.63880853243491
2019-10-31,56.459999084472656,58.220001220703125,56.310001373291016,57.369998931884766,52.718196868896484,25041900,BMY,0.008791981877806387,1.1457958714111023,,,53.14499988555908,53.69512741569532,81.98692603970805
2019-11-01,57.9900016784668,58.459999084472656,57.09000015258789,57.15999984741211,52.525230407714844,17122200,BMY,-0.0036604338222488986,1.141601761449996,,,53.46549987792969,54.025115266335014,79.48366783102473
2019-11-04,57.099998474121094,57.2400016784668,56.529998779296875,56.63999938964844,52.04739761352539,12960100,BMY,-0.009097278851501134,1.1312162918887205,,,53.753499794006345,54.274151849507724,73.49933852466062
2019-11-05,56.689998626708984,56.869998931884766,55.970001220703125,56.38999938964844,51.81766891479492,10503300,BMY,-0.004413841855473111,1.126223282071989,,,54.05499973297119,54.47566113904494,70.74172013812299
2019-11-06,56.61000061035156,57.13999938964844,56.13999938964844,56.959999084472656,52.341453552246094,13475600,BMY,0.01010816990590091,1.137607338359154,,,54.36149959564209,54.712264752895194,73.2097312134255
2019-11-07,57.029998779296875,57.619998931884766,56.900001525878906,57.58000183105469,52.91117477416992,11892700,BMY,0.010884879855116436,1.1499900575594924,,,54.70149974822998,54.985382569862765,75.61883970268238
