,open,high,low,close,adjclose,volume,ticker,pct_change,total_return,SMA 200,SMA 50,SMA 20,EMA 20,RSI
2019-09-20,234.77000427246094,235.0,231.9199981689453,232.88999938964844,222.9161376953125,6220100,UNH,,,,,,,
2019-09-23,229.77000427246094,230.77999877929688,228.32000732421875,228.77000427246094,218.97262573242188,3281200,UNH,-0.01769073437238644,0.9823092656276136,,,,,
2019-09-24,229.3800048828125,229.83999633789062,222.9199981689453,225.0,215.3640594482422,5006800,UNH,-0.01647945186017885,0.9661213473728957,,,,,
2019-09-25,224.27999877929688,226.5,222.1300048828125,222.1699981689453,212.65525817871094,4658000,UNH,-0.012577785915798612,0.9539696798969565,,,,,
2019-09-26,223.0399932861328,223.6300048828125,213.42999267578125,215.47999572753906,206.25177001953125,10444400,UNH,-0.03011208757502426,0.9252436613519814,,,,,
2019-09-27,218.17999267578125,218.8800048828125,215.02000427246094,215.25999450683594,206.04116821289062,4834900,UNH,-0.001020982110011337,0.9242990041263397,,,,,
2019-09-30,213.63999938964844,218.52999877929688,213.1199951171875,217.32000732421875,208.0129852294922,5286300,UNH,0.009569882328122947,0.93314443683183,,,,,
2019-10-01,219.19000244140625,219.19000244140625,212.0800018310547,217.2100067138672,207.90768432617188,5523600,UNH,-0.0005061688139346154,0.9326721082190091,,,,,
2019-10-02,216.14999389648438,219.36000061035156,215.27999877929688,216.75,207.46737670898438,4921200,UNH,-0.002117797061132465,0.9306968979692227,,,,,
2019-10-03,215.6300048828125,216.36000061035156,213.0500030517578,215.36000061035156,206.13693237304688,3375800,UNH,-0.006412915292495658,0.9247284175995576,,,,,
2019-10-04,216.83999633789062,219.86000061035156,215.13999938964844,219.8000030517578,210.3867645263672,3700500,UNH,0.020616653179898137,0.9437932226708037,,,,,
2019-10-07,219.0500030517578,222.52999877929688,218.99000549316406,221.24000549316406,211.76512145996094,3843200,UNH,0.006551421389503709,0.9499764097770779,,,,,
2019-10-08,219.49000549316406,221.97999572753906,218.39999389648438,220.11000061035156,210.6834716796875,4817000,UNH,-0.005107597427027821,0.9451243127107634,,,,,
2019-10-09,221.7100067138672,223.47000122070312,220.1699981689453,222.0800018310547,212.56912231445312,4483100,UNH,0.008950075940395319,0.9535832470826386,,,,,
2019-10-10,218.19000244140625,224.1300048828125,217.52000427246094,223.72999572753906,214.1484375,5252200,UNH,0.007429727498559746,0.9606681107556544,,,,,35.811655284036334
2019-10-11,225.5399932861328,228.85000610351562,221.58999633789062,222.07000732421875,212.5595703125,5891600,UNH,-0.007419605931347162,0.9535403319430357,,,,,33.93246307838613
2019-10-14,221.6300048828125,223.33999633789062,219.89999389648438,220.58999633789062,211.1429443359375,4075300,UNH,-0.006664614479736208,0.9471853532397556,,,,,32.304821693327845
2019-10-15,232.69000244140625,239.83999633789062,231.08999633789062,238.58999633789062,228.37205505371094,13397700,UNH,0.08159934855988826,1.0244750610295874,,,,,58.42469373436572
