,open,high,low,close,adjclose,volume,ticker,pct_change,total_return,SMA 200,SMA 50,SMA 20,EMA 20,RSI
2019-09-18,115.13999938964844,116.19000244140625,112.91999816894531,114.4800033569336,114.4800033569336,649200.0,MOH,,,,,,,
2019-09-19,114.7699966430664,117.26000213623047,114.6500015258789,115.26000213623047,115.26000213623047,741500.0,MOH,0.006813406327958793,1.0068134063279588,,,,,
2019-09-20,115.66999816894531,116.62999725341797,114.1500015258789,114.55999755859375,114.55999755859375,973000.0,MOH,-0.006073265353659818,1.000698761349707,,,,,
2019-09-23,114.26000213623047,116.62999725341797,113.7699966430664,116.20999908447266,116.20999908447266,615300.0,MOH,0.014402946587311005,1.015111772159415,,,,,
2019-09-24,116.3499984741211,117.66000366210938,111.54000091552734,112.12999725341797,112.12999725341797,728200.0,MOH,-0.03510887069269275,0.9794723442120399,,,,,
2019-09-25,112.0,114.26000213623047,111.26000213623047,111.88999938964844,111.88999938964844,544800.0,MOH,-0.0021403537826468755,0.9773759268751077,,,,,
2019-09-26,112.0,112.27999877929688,107.43000030517578,109.23999786376953,109.23999786376953,627800.0,MOH,-0.023683989099423264,0.9542277660769589,,,,,
2019-09-27,109.83999633789062,110.33999633789062,106.5,107.47000122070312,107.47000122070312,566200.0,MOH,-0.01620282568362663,0.9387665799207375,,,,,
2019-09-30,107.08000183105469,111.13999938964844,106.79000091552734,109.72000122070312,109.72000122070312,575700.0,MOH,0.02093607494596883,0.958420667394729,,,,,
2019-10-01,110.19000244140625,110.19000244140625,107.08000183105469,109.4800033569336,109.4800033569336,901200.0,MOH,-0.0021873665794696073,0.9563242500577968,,,,,
2019-10-02,108.97000122070312,110.6500015258789,107.8499984741211,110.08999633789062,110.08999633789062,516900.0,MOH,0.00557172965156294,0.9616526302383525,,,,,
2019-10-03,109.94999694824219,113.02999877929688,109.31999969482422,112.2300033569336,112.2300033569336,682400.0,MOH,0.01943870551575655,0.9803459125260086,,,,,
2019-10-04,112.23999786376953,113.26000213623047,111.3499984741211,112.7699966430664,112.7699966430664,617100.0,MOH,0.0048114877482043905,0.9850628348731297,,,,,
2019-10-07,112.70999908447266,113.75,111.19999694824219,111.27999877929688,111.27999877929688,524000.0,MOH,-0.013212715333189129,0.9720474800506468,,,,,
2019-10-08,110.08000183105469,111.79000091552734,108.55999755859375,111.29000091552734,111.29000091552734,744300.0,MOH,8.988260550135685e-05,0.9721348502108248,,,,,41.671009247705605
2019-10-09,112.0,113.16000366210938,110.26000213623047,112.83000183105469,112.83000183105469,467500.0,MOH,0.013837729381422692,0.9855869891902921,,,,,46.31990983373945
2019-10-10,112.83999633789062,113.95999908447266,111.31999969482422,113.05000305175781,113.05000305175781,636300.0,MOH,0.0019498468238310362,0.987508732850774,,,,,46.97015177155761
