,open,high,low,close,adjclose,volume,ticker,pct_change,total_return,SMA 200,SMA 50,SMA 20,EMA 20,RSI
2021-03-03,116.37999725341797,117.45999908447266,114.66000366210938,116.97000122070312,111.39989471435547,1394800,SRE,,,,,,,
2021-03-04,117.7300033569336,120.0,116.56999969482422,116.98999786376953,111.4189453125,1497200,SRE,0.00017095531211186454,1.0001709553121119,,,,,
2021-03-05,118.11000061035156,119.9000015258789,116.7300033569336,119.16999816894531,113.49513244628906,1338900,SRE,0.018634074236964393,1.0188082151430533,,,,,
2021-03-08,119.48999786376953,123.79000091552734,119.26000213623047,122.91000366210938,117.05703735351562,1692200,SRE,0.03138378409523779,1.0507822722015574,,,,,
2021-03-09,122.94999694824219,124.73999786376953,122.56999969482422,123.43000030517578,117.5522689819336,1281900,SRE,0.004230710500147117,1.0552278277939289,,,,,
2021-03-10,123.70999908447266,126.97000122070312,123.5,126.48999786376953,120.466552734375,2414900,SRE,0.024791359888422848,1.081388360637047,,,,,
2021-03-11,125.22000122070312,128.63999938964844,125.22000122070312,126.91000366210938,120.8665542602539,1934300,SRE,0.003320466482987783,1.0849790744436354,,,,,
2021-03-12,127.58999633789062,128.97999572753906,126.63999938964844,128.75,122.61893463134766,1487000,SRE,0.01449843420373309,1.1007095721668836,,,,,
2021-03-15,129.10000610351562,132.5,128.85000610351562,132.0,125.71417236328125,2245000,SRE,0.025242718446601975,1.128494473988572,,,,,
2021-03-16,131.0399932861328,132.22999572753906,130.17999267578125,131.22999572753906,124.98082733154297,1635400,SRE,-0.005833365700461668,1.1219115530308466,,,,,
2021-03-17,131.32000732421875,131.49000549316406,128.5399932861328,129.49000549316406,123.32369232177734,1676600,SRE,-0.013259089316649653,1.1070360275438293,,,,,
2021-03-18,129.0,130.13999938964844,128.5399932861328,129.61000061035156,123.43798065185547,1694900,SRE,0.00092667474011221,1.1080618898669483,,,,,
2021-03-19,130.02000427246094,130.57000732421875,128.11000061035156,128.6199951171875,122.49510955810547,6081300,SRE,-0.007638341860211284,1.0995981343498729,,,,,
2021-03-22,128.0,128.6699981689453,126.91999816894531,128.10000610351562,121.99989318847656,1353200,SRE,-0.004042831856727269,1.0951526439827253,,,,,
2021-03-23,128.0,130.0500030517578,127.66000366210938,129.52000427246094,123.35226440429688,1444600,SRE,0.011085074951501905,1.1072924931246093,,,,,80.47599461977123
2021-03-24,127.47000122070312,129.92999267578125,127.47000122070312,128.97000122070312,123.88055419921875,1172400,SRE,-0.004246471846934274,1.102590406726234,,,,,78.2256802999562
