Date,High,Low,Open,Close,Volume,Adj Close
2022-01-06,149.9600067138672,145.5800018310547,148.85000610351562,149.1199951171875,2298300.0,148.6230010986328
2022-01-07,149.72999572753906,145.08999633789062,149.1199951171875,145.14999389648438,2058600.0,144.66622924804688
2022-01-10,145.30999755859375,140.86000061035156,143.2899932861328,145.16000366210938,2548100.0,144.67620849609375
2022-01-11,146.94000244140625,143.80999755859375,145.0,146.63999938964844,2194200.0,146.15126037597656
2022-01-12,150.38999938964844,147.5500030517578,147.8000030517578,149.50999450683594,2250800.0,149.01170349121094
2022-01-13,149.5399932861328,144.85000610351562,149.4600067138672,145.1699981689453,1741800.0,144.6861572265625
2022-01-14,145.14999389648438,142.36000061035156,144.0399932861328,144.67999267578125,2225400.0,144.19778442382812
2022-01-18,143.24000549316406,140.33999633789062,142.4199981689453,140.47000122070312,1907400.0,140.0018310546875
2022-01-19,143.60000610351562,140.25999450683594,140.6699981689453,140.42999267578125,1472100.0,139.9619598388672
2022-01-20,143.13999938964844,139.0500030517578,141.3800048828125,139.47999572753906,1861200.0,139.01512145996094
2022-01-21,140.49000549316406,137.49000549316406,139.5399932861328,137.50999450683594,1878600.0,137.05169677734375
2022-01-24,138.49000549316406,131.27999877929688,136.3800048828125,138.1199951171875,2155300.0,137.65965270996094
2022-01-25,136.6199951171875,132.64999389648438,135.36000061035156,134.57000732421875,1705300.0,134.1215057373047
2022-01-26,138.0500030517578,132.27000427246094,135.5399932861328,133.50999450683594,1999500.0,133.06503295898438
2022-01-27,136.36000061035156,131.67999267578125,135.27999877929688,132.08999633789062,1715800.0,131.64974975585938
2022-01-28,137.39999389648438,131.22000122070312,133.0,137.05999755859375,2174800.0,136.6031951904297
2022-01-31,139.47000122070312,136.97000122070312,137.32000732421875,139.32000732421875,1703000.0,138.8556671142578
2022-02-01,141.27000427246094,138.4499969482422,140.52999877929688,141.02999877929688,1655900.0,140.55996704101562
2022-02-02,144.75999450683594,140.77999877929688,140.99000549316406,144.24000549316406,1475700.0,143.75926208496094
2022-02-03,143.77999877929688,141.00999450683594,142.0,141.7899932861328,914300.0,141.3174285888672
2022-02-04,142.35000610351562,139.6699981689453,141.47999572753906,141.1199951171875,1087400.0,140.649658203125
2022-02-07,142.49000549316406,139.80999755859375,141.5,140.3699951171875,1444100.0,139.90216064453125
2022-02-08,141.41000366210938,138.2899932861328,139.11000061035156,140.80999755859375,1515400.0,140.3406982421875
2022-02-09,145.10000610351562,142.14999389648438,142.72999572753906,144.44000244140625,1216900.0,143.95860290527344
2022-02-10,144.0399932861328,140.5800018310547,141.55999755859375,141.66000366210938,1063700.0,141.1878662109375
2022-02-11,142.50999450683594,136.24000549316406,141.1199951171875,137.1999969482422,1321900.0,136.7427215576172
2022-02-14,137.69000244140625,134.10000610351562,136.9600067138672,135.2100067138672,2205300.0,134.75936889648438
2022-02-15,138.05999755859375,134.72999572753906,137.25,135.91000366210938,2368200.0,135.45703125
2022-02-16,135.60000610351562,132.11000061035156,135.5500030517578,135.14999389648438,3187500.0,134.69955444335938
2022-02-17,134.63999938964844,129.7100067138672,134.63999938964844,130.25,2577800.0,129.81588745117188
2022-02-18,133.42999267578125,130.0,130.5,132.0500030517578,3614100.0,131.60989379882812
2022-02-22,132.69000244140625,129.25999450683594,130.8699951171875,130.49000549316406,3054800.0,130.05508422851562
2022-02-23,134.3699951171875,125.94999694824219,129.8800048828125,126.0,3938700.0,125.58006286621094
2022-02-24,128.6300048828125,123.05999755859375,123.69999694824219,128.14999389648438,3430200.0,127.72288513183594
2022-02-25,133.75,127.91999816894531,128.83999633789062,133.72999572753906,3144500.0,133.28428649902344
2022-02-28,132.8800048828125,129.16000366210938,132.02999877929688,130.36000061035156,3096400.0,129.925537109375
2022-03-01,132.9199981689453,130.08999633789062,130.8300018310547,131.92999267578125,2634100.0,131.49029541015625
2022-03-02,133.9600067138672,131.8000030517578,132.67999267578125,133.16000366210938,1863100.0,132.71620178222656
2022-03-03,138.0,133.44000244140625,133.72999572753906,137.1699981689453,3592100.0,136.7128143310547
2022-03-04,137.1199951171875,132.13999938964844,135.85000610351562,133.88999938964844,3848500.0,133.44375610351562
2022-03-07,133.5500030517578,128.42999267578125,133.5500030517578,130.33999633789062,2376500.0,129.9055938720703
2022-03-08,132.5,127.54000091552734,128.63999938964844,129.32000732421875,2375500.0,128.8889923095703
2022-03-09,133.94000244140625,131.19000244140625,132.85000610351562,133.25999450683594,1805500.0,132.8158416748047
2022-03-10,134.52000427246094,131.2899932861328,131.39999389648438,134.3300018310547,1933100.0,133.88230895996094
2022-03-11,136.44000244140625,130.16000366210938,135.42999267578125,130.30999755859375,1815700.0,129.8756866455078
2022-03-14,132.25999450683594,126.9000015258789,131.0,127.58000183105469,1737100.0,127.15479278564453
2022-03-15,131.14999389648438,128.8699951171875,129.22000122070312,130.27999877929688,1649200.0,129.84579467773438
2022-03-16,135.61000061035156,131.3000030517578,131.92999267578125,135.0,1673000.0,134.55006408691406
2022-03-17,136.85000610351562,133.61000061035156,134.0,136.82000732421875,1167900.0,136.36399841308594
2022-03-18,139.38999938964844,136.2100067138672,136.2100067138672,139.1199951171875,2766600.0,138.65631103515625
2022-03-21,139.7899932861328,137.00999450683594,137.6300048828125,138.13999938964844,1285100.0,137.67959594726562
2022-03-22,140.1999969482422,137.64999389648438,138.00999450683594,139.2899932861328,1977700.0,138.8257598876953
2022-03-23,137.9600067138672,133.4499969482422,137.85000610351562,134.17999267578125,1337400.0,133.7327880859375
2022-03-24,136.5800018310547,133.58999633789062,134.88999938964844,136.41000366210938,1346700.0,135.95535278320312
2022-03-25,137.66000366210938,133.6999969482422,137.3000030517578,135.7100067138672,1403700.0,135.25770568847656
2022-03-28,137.25,134.4600067138672,136.25,135.4199981689453,1568100.0,134.96865844726562
2022-03-29,139.32000732421875,137.2100067138672,138.22000122070312,138.4199981689453,1608600.0,137.9586639404297
2022-03-30,138.22000122070312,134.52000427246094,137.92999267578125,135.4600067138672,1439800.0,135.008544921875
